Generations, Best Fitness, Execution Time (ms)
10 ; 2616 ; 394
20 ; 3140 ; 213
30 ; 3048 ; 148
40 ; 3497 ; 159
50 ; 3373 ; 150
60 ; 3751 ; 152
70 ; 3504 ; 344
80 ; 3686 ; 206
90 ; 3831 ; 180
100 ; 4110 ; 179
110 ; 4209 ; 181
120 ; 4030 ; 184
130 ; 4407 ; 197
140 ; 4288 ; 202
150 ; 4413 ; 215
160 ; 4528 ; 221
170 ; 4520 ; 237
180 ; 4510 ; 236
190 ; 4563 ; 250
200 ; 4971 ; 257
210 ; 4617 ; 260
220 ; 4756 ; 267
230 ; 4885 ; 297
240 ; 5068 ; 336
250 ; 4931 ; 359
260 ; 5074 ; 315
270 ; 5396 ; 317
280 ; 5040 ; 325
290 ; 5069 ; 333
300 ; 5298 ; 339
310 ; 5155 ; 352
320 ; 5331 ; 361
330 ; 5544 ; 366
340 ; 5278 ; 641
350 ; 5532 ; 387
360 ; 5557 ; 840
370 ; 5559 ; 796
380 ; 5484 ; 482
390 ; 5629 ; 485
400 ; 5576 ; 494
410 ; 5578 ; 509
420 ; 5868 ; 512
430 ; 5816 ; 453
440 ; 5693 ; 462
450 ; 5725 ; 472
460 ; 5905 ; 570
470 ; 5742 ; 571
480 ; 5851 ; 504
490 ; 5905 ; 513
500 ; 5924 ; 515
510 ; 5908 ; 531
520 ; 6019 ; 528
530 ; 5838 ; 601
540 ; 5995 ; 595
550 ; 6131 ; 694
560 ; 6140 ; 593
570 ; 6197 ; 582
580 ; 6265 ; 595
590 ; 6198 ; 596
600 ; 6074 ; 614
610 ; 6048 ; 618
620 ; 6195 ; 615
630 ; 6217 ; 727
640 ; 6245 ; 697
650 ; 6214 ; 652
660 ; 6344 ; 665
670 ; 6374 ; 675
680 ; 6152 ; 671
690 ; 6614 ; 748
700 ; 6292 ; 903
710 ; 6606 ; 1037
720 ; 6294 ; 911
730 ; 6524 ; 1190
740 ; 6360 ; 1082
750 ; 6413 ; 1343
760 ; 6361 ; 1331
770 ; 6854 ; 943
780 ; 6433 ; 943
790 ; 6504 ; 970
800 ; 6426 ; 994
810 ; 6360 ; 909
820 ; 6632 ; 838
830 ; 6594 ; 924
840 ; 6596 ; 1058
850 ; 6507 ; 1138
860 ; 6499 ; 1152
870 ; 6681 ; 1107
880 ; 6800 ; 1105
890 ; 6502 ; 1293
900 ; 6624 ; 1054
910 ; 6672 ; 1034
920 ; 6665 ; 933
930 ; 6657 ; 927
940 ; 6716 ; 1155
950 ; 6591 ; 1142
960 ; 6746 ; 1281
970 ; 6746 ; 1110
980 ; 6680 ; 1137
990 ; 7010 ; 1218
1000 ; 6850 ; 1126
